"","age","gender","is_transgender","sexual_orientation","race","birthplace","marital_status","education","hh_income","home_tenure","occupation","union_status","military","urban_rural","religion","religious_attendance","party_id_3","party_id_7","guns_in_household","voting_duty_choice_7","gov_run_by","gov_waste_3","spend_services_7","defense_spend_7","health_insurance_7","abortion_7","job_income_7","assist_black_7","fedspend_social_security_5","fedspend_public_schools_5","fedspend_border_security_5","fedspend_crime_5","fedspend_highways_5","fedspend_aid_poor_5","fedspend_environment_5","dei_7","death_penalty_4","stay_out_foreign_4","use_force_5","votes_counted_5","voter_id_7","felons_vote_7","climate_action_7","paid_leave_7","trans_bathroom_7","trans_sports_7","gay_job_protect_4","gay_adoption_6","gay_marriage_7","birthright_7","immig_children_6","border_wall_7","urban_unrest_7","ukraine_aid_7","israel_aid_7","palestinians_aid_7"
"76",53,"Man","No","Heterosexual","Hispanic","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Other Christian","Almost every week","Democrat","Weak Democrat",0,6,"Big interests","Waste a lot",4,4,4,3,3,5,2,2,2,2,1,2,2,4,2,2,4,4,2,2,2,2,2,4,2,1,1,6,5,4,4,5,5,4
"77",44,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","Yes","Never served","Small town","Mainline Protestant","Almost every week","Democrat","Strong Democrat",2,4,"Big interests","Waste a lot",5,5,3,2,5,4,2,1,2,1,1,3,1,2,2,4,3,5,2,4,1,2,2,4,1,1,1,6,6,4,3,1,4,2
"78",80,"Woman","No","Heterosexual","White","Other country","Married","Some college","$100,000–$249,999","Own/buying","Not working","No","Never served","Suburban","Roman Catholic","Almost every week","Republican","Strong Republican",0,1,"Big interests","Waste a lot",3,5,5,5,6,6,3,4,1,1,1,3,5,7,2,4,2,3,1,2,4,7,7,1,2,6,7,1,6,1,6,1,1,2
"79",69,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Rural","Jewish","Every week","Republican","Weak Republican",1,7,"Big interests","Waste a lot",3,7,5,6,6,5,3,2,1,1,3,3,3,1,1,4,1,2,1,7,2,2,7,1,1,6,7,1,6,1,4,1,1,4
"80",73,"Woman","No","Heterosexual","White","US state or DC","Divorced","Graduate","$30,000–$59,999","Own/buying","Not working","No","Never served","Urban","Not religious","Every week","Democrat","Strong Democrat",0,7,"Big interests","Waste some",6,4,2,1,3,3,3,1,3,1,2,2,1,4,3,4,3,4,4,1,1,1,1,6,1,1,1,6,6,7,2,1,4,1
"81",66,"Man","No","Heterosexual","White","US state or DC","Married","HS diploma","$100,000–$249,999","Own/buying","Working","Yes","Never served","Rural","Jewish","Every week","Republican","Strong Republican",2,6,"Big interests","Waste a lot",3,7,4,6,5,6,1,3,1,3,3,3,3,4,1,3,2,3,1,2,4,2,7,1,2,2,2,6,5,1,6,1,1,2
"82",54,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","Under $9,999","Own/buying","Working","No","Never served","Suburban","Jewish","Every week","Republican","Weak Republican",0,6,"Big interests","Waste a lot",1,6,7,6,7,7,3,5,1,3,3,5,5,7,1,4,3,3,1,7,6,2,7,1,1,3,3,2,6,1,4,2,1,7
"83",71,"Woman","No","Heterosexual","Black","Other country","Married","Some college","$100,000–$249,999","Own/buying","Not working","No","Never served","Suburban","Evangelical Protestant","Almost every week","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",6,6,1,2,4,4,1,1,3,1,1,1,1,1,2,4,3,4,4,1,1,2,4,4,1,1,1,7,6,7,1,1,2,2
"84",34,"Man","No","Heterosexual","White","US state or DC","Never married","Bachelors","$30,000–$59,999","Rent","Working","No","Never served","Urban","Other Christian","Every week","Democrat","Weak Democrat",0,4,"Big interests","Waste a lot",7,3,1,1,1,2,2,2,3,3,3,1,1,3,3,4,3,5,4,1,1,1,4,4,1,1,1,7,6,4,2,1,7,1
"85",80,"Man","No","Heterosexual","White","US state or DC","Married","HS diploma","$100,000–$249,999","Own/buying","Not working","No","Never served","Rural","Mainline Protestant","Once or twice a month","Republican","Strong Republican",2,1,"Big interests","Waste a lot",2,6,4,5,7,6,3,1,1,3,3,3,5,7,1,4,3,3,1,2,7,7,7,1,4,3,2,1,4,1,5,1,1,4
"86",62,"Woman","No","Heterosexual","White","US state or DC","Widowed","Some college","Under $9,999","Rent","Not working","No","Never served","Small town","Evangelical Protestant","Once or twice a month","Democrat","Strong Democrat",1,1,"Big interests","Waste a lot",7,6,2,2,2,2,1,1,1,2,3,1,2,2,4,4,3,4,7,1,1,1,1,1,1,1,1,7,6,7,2,1,2,1
"87",75,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$30,000–$59,999","Own/buying","Not working","Yes","Previously served","Suburban","Other Christian","A few times a year","Democrat","Weak Democrat",1,1,"Big interests","Waste some",4,7,4,2,3,4,1,1,1,1,1,1,1,4,1,3,3,4,1,6,1,1,4,7,1,1,1,2,5,1,1,1,4,4
"88",32,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Other Christian","A few times a year","Democrat","Weak Democrat",0,1,"Big interests","Waste a lot",5,2,7,2,5,1,3,1,3,3,1,2,2,2,3,2,4,5,4,1,1,1,2,4,1,1,1,6,6,6,1,1,6,1
"89",26,"Woman","No","Heterosexual","Hispanic","US state or DC","Married","Bachelors","$30,000–$59,999","Own/buying","Working","No","Never served","Small town","Jewish","Every week","Democrat","Strong Democrat",0,7,"Big interests","Waste a lot",6,3,4,4,4,4,4,2,3,3,3,3,3,2,3,1,4,2,4,4,2,1,6,4,1,1,2,7,6,7,2,4,4,4
"90",76,"Woman","No","Heterosexual","White","US state or DC","Divorced","Graduate","$100,000–$249,999","Own/buying","Not working","Yes","Never served","Suburban","Other Christian","Almost every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",7,4,2,2,2,2,2,2,2,3,3,2,1,1,4,4,4,4,6,2,1,2,1,4,1,1,1,7,6,7,2,1,4,1
"91",64,"Man","No","Heterosexual","White","US state or DC","Divorced","HS diploma","$10,000–$29,999","No cash rent","Not working","No","Never served","Rural","Evangelical Protestant","Every week","Republican","Strong Republican",3,1,"Big interests","Waste a lot",7,7,1,1,1,4,1,3,1,2,3,1,3,4,1,4,5,3,4,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1
"92",52,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Jewish","Every week","Republican","Strong Republican",0,2,"Big interests","Waste a lot",3,6,7,6,6,7,2,1,1,1,2,1,3,4,2,3,2,3,1,2,4,4,7,1,4,6,7,2,5,1,6,4,2,2
"93",73,"Woman","No","Heterosexual","White","US state or DC","Never married","Graduate","$60,000–$99,999","Own/buying","Working","No","Never served","Urban","Mainline Protestant","A few times a year","Republican","Strong Republican",0,1,"Big interests","Waste a lot",4,6,4,4,7,7,3,5,1,1,3,3,3,7,1,4,3,1,1,1,1,2,4,1,1,1,1,1,6,1,6,1,1,6
"94",52,"Woman","No","Heterosexual","Black","Other country","Never married","Bachelors","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Jewish","A few times a year","Democrat","Strong Democrat",0,6,"Big interests","Waste very little",5,4,4,1,2,6,3,1,3,2,3,1,1,1,2,4,2,4,2,4,2,1,1,6,1,1,1,6,6,7,2,2,6,1
"95",51,"Woman","No","Heterosexual","Black","US state or DC","Widowed","Some college","$10,000–$29,999","Rent","Not working","No","Never served","Urban","Roman Catholic","A few times a year","Democrat","Strong Democrat",0,6,"Big interests","Waste a lot",5,3,5,2,5,5,2,1,2,1,3,2,1,3,1,2,4,4,2,4,2,3,6,2,2,3,2,3,5,6,3,4,4,4
"96",75,"Woman","No","Heterosexual","Hispanic","Other country","Divorced","HS diploma","$60,000–$99,999","Own/buying","Working","Yes","Never served","Urban","Other Christian","Almost every week","Democrat","Strong Democrat",0,6,"Big interests","Waste a lot",5,4,4,1,4,4,2,2,3,1,2,2,2,4,3,3,3,4,4,4,3,2,4,4,1,2,2,4,6,4,2,4,4,4
"97",80,"Woman","No","Heterosexual","White","US state or DC","Widowed","Graduate","$60,000–$99,999","Rent","Not working","No","Never served","Small town","Mainline Protestant","Every week","Democrat","Strong Democrat",0,4,"Big interests","Waste some",7,5,1,2,3,3,1,1,3,2,1,1,3,4,1,4,3,5,4,1,1,1,1,4,1,1,1,6,6,7,5,1,4,4
"98",80,"Woman","No","Heterosexual","Black","US state or DC","Widowed","Graduate","$100,000–$249,999","Own/buying","Not working","No","Never served","Suburban","Mainline Protestant","A few times a year","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",5,4,5,2,4,2,3,1,3,2,1,3,1,2,2,4,3,5,6,4,2,1,4,4,1,1,1,6,5,4,1,2,2,1
"99",73,"Woman","No","Heterosexual","Hispanic","Other country","Divorced","Graduate","$10,000–$29,999","Rent","Working","No","Never served","Urban","Other Christian","Almost every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",7,1,1,6,3,1,1,1,5,1,2,1,1,2,4,1,5,2,1,2,1,1,4,4,1,4,1,7,6,7,2,1,7,1
"100",27,"Man","No","Heterosexual","White","US state or DC","Never married","Some college","$30,000–$59,999","Rent","Working","No","Never served","Suburban","Jewish","Almost every week","Republican","Strong Republican",1,6,"Big interests","Waste a lot",4,6,5,3,4,4,3,3,1,3,2,2,3,4,3,2,3,2,1,7,2,6,6,7,2,3,4,2,2,6,4,4,4,4
"101",65,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Working","Yes","Never served","Suburban","Other religion","Every week","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",7,6,1,1,1,2,1,2,1,2,1,2,1,4,2,4,2,5,2,1,1,1,1,6,1,1,1,6,5,6,7,1,1,1
"102",61,"Nonbinary/Other","No","Bisexual","White","US state or DC","Married","Graduate","$250,000+","Rent","Working","Yes","Never served","Urban","Mainline Protestant","Once or twice a month","Democrat","Strong Democrat",0,6,"Benefit of all","Waste some",6,5,3,3,5,3,3,3,1,2,3,3,1,4,3,4,3,4,2,2,1,4,4,2,1,1,1,1,5,7,6,1,1,1
"103",37,"Woman","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Small town","Evangelical Protestant","Every week","Republican","Strong Republican",0,2,"Big interests","Waste a lot",2,6,7,6,7,7,3,3,1,1,3,4,5,7,1,1,4,2,1,7,7,1,7,1,4,5,4,7,4,1,7,7,2,7
"104",75,"Man","No","Heterosexual","White","US state or DC","Divorced","Graduate","$30,000–$59,999","Own/buying","Working","No","Never served","Suburban","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",5,4,4,2,3,3,3,3,1,2,2,2,1,4,3,4,4,4,7,4,1,2,4,2,1,1,1,6,5,6,4,1,4,1
"105",54,"Man","No","Heterosexual","White","US state or DC","Divorced","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Rural","Mainline Protestant","Every week","Republican","Strong Republican",2,2,"Big interests","Waste a lot",3,6,6,5,6,7,3,1,1,1,2,4,4,7,1,4,4,3,1,6,5,2,7,1,4,3,7,2,4,1,6,3,1,4
"106",26,"Man","No","Heterosexual","Hispanic","US state or DC","Married","HS diploma","$60,000–$99,999","Own/buying","Working","No","Never served","Rural","Jewish","Every week","Republican","Weak Republican",5,7,"Big interests","Waste a lot",4,4,4,5,5,4,2,3,4,2,3,1,2,4,3,2,3,1,1,4,2,1,7,1,3,6,7,4,5,4,1,4,4,4
"107",28,"Man","No","Heterosexual","Hispanic","US state or DC","Never married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Urban","Other Christian","A few times a year","Republican","Weak Republican",1,7,"Big interests","Waste a lot",4,5,3,5,4,4,2,3,3,3,2,3,2,2,4,2,4,3,2,2,1,1,7,1,2,4,4,7,6,6,6,6,6,2
"108",67,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Not working","No","Never served","Small town","Mainline Protestant","Once or twice a month","Republican","Strong Republican",3,4,"Benefit of all","Waste a lot",5,6,3,3,6,7,2,1,1,1,1,2,1,2,1,4,2,4,1,2,4,2,7,1,1,1,1,4,6,1,5,4,2,2
"109",77,"Man","No","Gay/Lesbian","White","US state or DC","Married","Graduate","$60,000–$99,999","Own/buying","Not working","No","Never served","Urban","Not religious","A few times a year","Democrat","Strong Democrat",0,6,"Benefit of all","Waste some",5,4,3,1,4,2,2,2,1,2,1,3,1,1,2,4,3,4,6,2,1,4,1,4,1,1,1,7,5,7,4,1,2,4
"110",60,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","Yes","Never served","Rural","Mainline Protestant","Once or twice a month","Democrat","Strong Democrat",0,2,"Big interests","Waste a lot",6,4,2,2,3,2,1,1,4,3,3,1,1,1,3,4,3,4,4,4,1,1,2,4,1,1,1,7,6,7,1,2,3,3
"111",45,"Man","No","Heterosexual","White","US state or DC","Married","Bachelors","$250,000+","Own/buying","Working","No","Never served","Small town","Mainline Protestant","A few times a year","Republican","Weak Republican",11,2,"Big interests","Waste a lot",2,4,5,4,7,4,2,3,2,3,3,4,3,6,1,3,3,4,1,4,4,6,7,1,1,2,1,1,6,1,7,4,4,4
"112",52,"Woman","No","Heterosexual","White","US state or DC","Married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Other Christian","Every week","Republican","Weak Republican",1,3,"Big interests","Waste a lot",3,5,5,2,5,4,1,3,1,1,3,3,3,5,2,2,4,3,2,2,4,3,6,4,2,2,3,4,4,3,5,5,5,4
"113",80,"Woman","No","Heterosexual","White","Other country","Married","Less than HS","Under $9,999","Own/buying","Not working","No","Never served","Rural","Evangelical Protestant","Almost every week","Republican","Strong Republican",0,1,"Benefit of all","Waste a lot",7,7,4,7,7,1,1,1,1,1,1,1,4,2,1,4,2,1,2,4,1,1,1,4,3,6,4,2,6,5,1,7,4,4
"114",68,"Woman","No","Heterosexual","Multiracial","US state or DC","Never married","Bachelors","$60,000–$99,999","Own/buying","Not working","Yes","Never served","Small town","Mainline Protestant","Once or twice a month","Republican","Strong Republican",0,7,"Big interests","Waste a lot",4,6,5,4,5,4,3,3,1,1,2,3,4,4,1,3,3,3,1,7,4,1,1,1,1,2,1,2,5,1,5,4,1,4
"115",68,"Man","No","Gay/Lesbian","White","US state or DC","Never married","Some college","$10,000–$29,999","Rent","Not working","No","Never served","Rural","Other Christian","A few times a year","Democrat","Strong Democrat",0,1,"Big interests","Waste a lot",5,6,3,3,3,3,1,1,1,2,1,1,1,2,1,4,2,4,2,1,1,2,1,6,1,1,1,6,6,2,3,1,4,4
"116",39,"Woman","No","Heterosexual","White","US state or DC","Never married","Some college","$60,000–$99,999","Rent","Working","No","Never served","Rural","Evangelical Protestant","A few times a year","Republican","Strong Republican",1,6,"Big interests","Waste some",3,4,2,4,4,4,3,1,2,2,3,3,3,4,1,2,3,3,1,4,4,3,7,2,1,2,4,4,5,3,3,4,4,4
"117",35,"Man","No","Bisexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Other religion","Almost every week","Democrat","Weak Democrat",2,7,"Big interests","Waste a lot",7,1,1,1,1,4,3,1,3,2,2,1,3,4,3,1,4,5,3,1,4,1,1,4,1,1,1,7,6,7,1,4,4,4
"118",41,"Woman","No","Heterosexual","White","US state or DC","Separated","HS diploma","$60,000–$99,999","No cash rent","Working","Yes","Never served","Small town","Jewish","Every week","Republican","Strong Republican",0,4,"Big interests","Waste a lot",5,4,1,7,1,3,1,1,4,3,1,1,1,4,1,2,3,3,7,6,7,4,4,4,3,5,7,4,2,6,4,4,4,4
"119",70,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Evangelical Protestant","Almost every week","Democrat","Weak Democrat",2,2,"Big interests","Waste a lot",5,1,1,4,4,4,3,3,1,2,3,3,3,4,2,1,4,4,1,3,1,1,4,1,4,3,4,3,4,4,4,1,4,3
"120",74,"Man","No","Heterosexual","White","US state or DC","Married","HS diploma","$60,000–$99,999","Own/buying","Not working","Yes","Previously served","Suburban","Other Christian","A few times a year","Republican","Strong Republican",15,1,"Big interests","Waste a lot",5,7,7,7,7,7,1,3,1,1,1,2,1,4,1,1,4,1,1,7,2,1,7,1,1,6,7,7,2,1,7,7,1,7
"121",48,"Woman","No","Heterosexual","White","US state or DC","Never married","HS diploma","$60,000–$99,999","Own/buying","Working","No","Never served","Small town","Evangelical Protestant","Never","Democrat","Strong Democrat",1,1,"Big interests","Waste a lot",5,5,5,3,4,3,1,1,3,3,1,5,2,4,1,3,3,5,1,1,4,4,2,1,1,1,4,4,5,7,2,5,4,4
"122",55,"Woman","No","Heterosexual","Black","Other country","Married","Bachelors","$60,000–$99,999","Own/buying","Working","No","Never served","Suburban","Evangelical Protestant","Every week","Democrat","Strong Democrat",0,1,"Big interests","Waste some",6,4,1,2,1,1,1,3,2,1,2,2,1,1,4,4,2,4,1,1,1,1,7,1,3,6,7,7,6,7,1,4,4,4
"123",57,"Man","No","Heterosexual","White","US state or DC","Never married","Some college","$100,000–$249,999","Own/buying","Working","No","Never served","Rural","Jewish","Once or twice a month","Republican","Strong Republican",50,1,"Big interests","Waste a lot",2,6,6,6,6,6,3,3,3,2,2,4,4,7,1,3,3,3,1,6,6,4,7,1,2,3,7,4,4,2,6,3,1,4
"124",41,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$100,000–$249,999","Own/buying","Working","No","Never served","Suburban","Other Christian","Once or twice a month","Democrat","Strong Democrat",0,2,"Big interests","Waste a lot",7,2,1,2,3,1,3,1,3,4,2,1,1,1,4,3,4,5,7,1,1,1,2,7,1,1,1,7,6,7,1,2,5,1
"125",50,"Woman","No","Heterosexual","White","US state or DC","Never married","Some college","$30,000–$59,999","Own/buying","Working","No","Never served","Suburban","Other Christian","A few times a year","Democrat","Weak Democrat",0,6,"Benefit of all","Waste some",5,2,1,1,3,3,3,2,3,2,2,3,2,1,2,2,3,4,2,4,1,2,4,5,1,1,1,5,6,4,2,4,4,4
"126",33,"Man","No","Heterosexual","White","US state or DC","Never married","Bachelors","$100,000–$249,999","Rent","Working","No","Never served","Suburban","Roman Catholic","Almost every week","Democrat","Weak Democrat",1,6,"Benefit of all","Waste a lot",6,2,2,1,3,4,2,2,2,3,3,3,1,3,3,3,3,4,1,2,1,1,4,4,1,1,1,4,5,4,1,2,5,3
"127",80,"Woman","No","Heterosexual","White","US state or DC","Married","Bachelors","$60,000–$99,999","No cash rent","Not working","No","Never served","Small town","Jewish","Every week","Republican","Strong Republican",3,1,"Big interests","Waste a lot",1,7,7,7,7,7,3,3,1,3,3,4,5,7,1,3,3,1,1,7,7,4,7,7,1,3,4,1,6,1,7,2,1,3
"128",35,"Woman","No","Heterosexual","White","US state or DC","Never married","HS diploma","Under $9,999","Own/buying","Working","No","Never served","Rural","Jewish","A few times a year","Democrat","Strong Democrat",2,7,"Big interests","Waste a lot",7,5,5,5,4,5,2,1,1,1,2,1,1,1,1,1,2,2,1,1,5,1,7,7,1,1,1,4,4,1,4,7,7,7
"129",54,"Man","No","Heterosexual","White","US state or DC","Married","Some college","$250,000+","No cash rent","Working","No","Previously served","Urban","Jewish","Once or twice a month","Republican","Strong Republican",99,1,"Big interests","Waste a lot",2,7,7,5,6,5,2,5,1,1,3,5,4,7,1,4,2,1,1,2,7,2,7,1,2,6,7,1,4,1,5,7,1,7
"130",68,"Woman","No","Heterosexual","White","US state or DC","Widowed","Bachelors","$100,000–$249,999","Rent","Working","Yes","Never served","Small town","Roman Catholic","Almost every week","Democrat","Strong Democrat",0,1,"Benefit of all","Waste some",5,4,2,1,3,2,3,1,3,3,3,3,1,2,4,4,4,5,7,2,1,1,1,7,1,1,1,7,6,7,3,1,3,2
"131",80,"Woman","No","Heterosexual","White","US state or DC","Widowed","Bachelors","$60,000–$99,999","No cash rent","Not working","Yes","Never served","Small town","Mainline Protestant","Once or twice a month","Democrat","Strong Democrat",0,4,"Big interests","Waste some",5,5,3,1,4,3,3,1,3,3,1,3,1,2,4,3,3,5,4,1,2,1,1,4,1,1,1,7,6,7,1,1,1,4
"132",64,"Man","No","Heterosexual","White","US state or DC","Married","Graduate","$100,000–$249,999","Own/buying","Working","No","Never served","Rural","Mainline Protestant","Almost every week","Democrat","Weak Democrat",12,7,"Big interests","Waste a lot",4,4,4,2,6,6,3,3,1,2,3,5,2,4,1,4,3,4,1,2,2,4,4,1,2,2,4,4,5,7,3,4,4,2
"133",50,"Woman","No","Heterosexual","Hispanic","US state or DC","Married","Less than HS","$60,000–$99,999","Rent","Working","No","Never served","Small town","Other Christian","A few times a year","Democrat","Weak Democrat",3,6,"Big interests","Waste a lot",7,1,1,1,4,1,1,2,1,3,1,1,1,4,1,3,4,3,1,1,4,4,4,7,1,1,1,7,6,7,1,7,7,7
"134",63,"Woman","No","Heterosexual","White","US state or DC","Widowed","Some college","$30,000–$59,999","Own/buying","Working","No","Never served","Small town","Jewish","A few times a year","Republican","Strong Republican",2,1,"Big interests","Waste a lot",2,6,7,6,5,6,1,2,1,2,3,3,3,7,3,3,3,3,1,2,4,1,7,7,1,2,2,4,6,1,2,2,2,2
